Observer,Bird_Point,Time,Site,Visit,Date,Wind,Aou_Code,Distance,Detection,Flyover,Sex,Notes
JSC,LA16NW1,541,LA16NW,2,60815,0,SAVS,42,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,SEWR,69,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,LCSP,25,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,NESP,58,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,SEWR,75,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,SEWR,80,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,WEME,90,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,SAVS,38,S,,,
JSC,LA16NW1,541,LA16NW,2,60815,0,BOBO,89,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,SEWR,55,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,SEWR,43,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,SAVS,48,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,SAVS,58,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,LCSP,40,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,WEME,80,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,SEWR,60,S,,,
JSC,LA16NW5,552,LA16NW,2,60815,0,BOBO,90,V,,M,
JSC,LA16NW3,603,LA16NW,2,60815,0,SEWR,48,S,,,
JSC,LA16NW3,603,LA16NW,2,60815,0,SEWR,59,S,,,
JSC,LA16NW3,603,LA16NW,2,60815,0,SAVS,44,S,,,
JSC,LA16NW3,603,LA16NW,2,60815,0,SAVS,58,S,,,
JSC,LA16NW3,603,LA16NW,2,60815,0,NESP,48,S,,,
JSC,LA16NW3,603,LA16NW,2,60815,0,SAVS,60,S,,,
JSC,LA16NW3,603,LA16NW,2,60815,0,LCSP,32,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,SAVS,57,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,SAVS,48,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,SAVS,65,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,WEME,90,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,RWBL,95,V,,M,
JSC,LA16NW4,612,LA16NW,2,60815,0,SAVS,22,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,SEWR,47,S,,,
JSC,LA16NW4,612,LA16NW,2,60815,0,BOBO,62,V,,M,
JSC,LA16NW4,612,LA16NW,2,60815,0,BOBO,65,V,,M,
JSC,FE17NW1,642,FE17NW,2,60815,0,SEWR,80,S,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,BOBO,70,S,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,WEME,58,V,,M,
JSC,FE17NW1,642,FE17NW,2,60815,0,SEWR,75,S,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,RWBL,68,V,,M,
JSC,FE17NW1,642,FE17NW,2,60815,0,RWBL,78,V,,M,
JSC,FE17NW1,642,FE17NW,2,60815,0,SAVS,44,S,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,CCSP,40,S,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,LCSP,35,S,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,BOBO,38,V,,,
JSC,FE17NW1,642,FE17NW,2,60815,0,SAVS,47,V,,M,
JSC,FE17NW3,652,FE17NW,2,60815,0,CCSP,53,S,,,
JSC,FE17NW3,652,FE17NW,2,60815,0,SAVS,30,S,,,
JSC,FE17NW3,652,FE17NW,2,60815,0,SAVS,43,S,,,
JSC,FE17NW3,652,FE17NW,2,60815,0,BOBO,82,V,,M,
JSC,FE17NW3,652,FE17NW,2,60815,0,SAVS,15,V,,,
JSC,FE17NW3,652,FE17NW,2,60815,0,SAVS,18,V,,,
JSC,FE17NW3,652,FE17NW,2,60815,0,RWBL,84,V,,M,
JSC,FE17NW3,652,FE17NW,2,60815,0,BOBO,85,V,,M,
JSC,FE17NW3,652,FE17NW,2,60815,0,SAVS,75,V,,,
JSC,FE17NW4,701,FE17NW,2,60815,0,SAVS,52,S,,,
JSC,FE17NW4,701,FE17NW,2,60815,0,SAVS,63,S,,,
JSC,FE17NW4,701,FE17NW,2,60815,0,SAVS,15,V,,,
JSC,FE17NW4,701,FE17NW,2,60815,0,SAVS,15,V,,,
JSC,FE17NW4,701,FE17NW,2,60815,0,SAVS,20,V,,,
JSC,FE17NW4,701,FE17NW,2,60815,0,RWBL,75,V,,M,
JSC,FE17NW4,701,FE17NW,2,60815,0,RWBL,80,V,,M,
JSC,FE17NW4,701,FE17NW,2,60815,0,CCSP,64,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,BOBO,20,V,,M,
JSC,FE27NE1,726,FE27NE,2,60815,0,CCSP,45,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,RWBL,80,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,SAVS,60,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,SEWR,70,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,SEWR,65,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,COYE,90,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,SAVS,67,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,MAWR,80,S,,,
JSC,FE27NE1,726,FE27NE,2,60815,0,BOBO,92,V,,M,
JSC,FE27NE1,726,FE27NE,2,60815,0,COYE,75,S,,,
JSC,FE27NE5,737,FE27NE,2,60815,1,BOBO,40,V,,M,
JSC,FE27NE5,737,FE27NE,2,60815,1,BOBO,65,V,,M,
JSC,FE27NE5,737,FE27NE,2,60815,1,SEWR,42,S,,,
JSC,FE27NE5,737,FE27NE,2,60815,1,SEWR,38,S,,,
JSC,FE27NE5,737,FE27NE,2,60815,1,RWBL,60,V,,M,
JSC,FE27NE5,737,FE27NE,2,60815,1,SAVS,52,S,,,
JSC,FE27NE5,737,FE27NE,2,60815,1,SAVS,65,S,,,
JSC,FE27NE5,737,FE27NE,2,60815,1,SAVS,40,S,,,
JSC,FE27NE5,737,FE27NE,2,60815,1,CCSP,38,S,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,SEWR,40,S,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,SAVS,50,S,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,SAVS,30,S,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,RWBL,90,S,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,BOBO,88,V,,M,
JSC,FE27NE3,748,FE27NE,2,60815,1,SAVS,68,V,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,CCSP,75,S,,,
JSC,FE27NE3,748,FE27NE,2,60815,1,SEWR,64,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,RWBL,68,V,,M,
JSC,FE27NE4,759,FE27NE,2,60815,1,BOBO,55,V,,M,
JSC,FE27NE4,759,FE27NE,2,60815,1,SEWR,75,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,COYE,75,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,CCSP,69,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,COYE,80,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,SAVS,60,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,RWBL,80,S,,,
JSC,FE27NE4,759,FE27NE,2,60815,1,SAVS,50,S,,,
JSC,FE27NE2,810,FE27NE,2,60815,1,SAVS,40,S,,,
JSC,FE27NE2,810,FE27NE,2,60815,1,SAVS,30,S,,,
JSC,FE27NE2,810,FE27NE,2,60815,1,RWBL,90,V,,M,
JSC,FE27NE2,810,FE27NE,2,60815,1,SAVS,48,S,,,
JSC,FE27NE2,810,FE27NE,2,60815,1,SEWR,60,S,,,
JSC,FE27NE2,810,FE27NE,2,60815,1,SEWR,78,S,,,
JSC,FE27NE2,810,FE27NE,2,60815,1,BOBO,72,V,,M,
JSC ,RY11NW1,837,RY11NW,2,60815,1,SAVS,58,S,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,SAVS,60,S,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,BOBO,63,V,,M,
JSC ,RY11NW1,837,RY11NW,2,60815,1,CCSP,75,S,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,SAVS,67,S,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,COYE,78,S,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,COYE,70,S,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,EAKI,69,V,,,
JSC ,RY11NW1,837,RY11NW,2,60815,1,BOBO,78,V,,M,
JSC ,RY11NW1,837,RY11NW,2,60815,1,SEWR,83,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,CCSP,62,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,CCSP,35,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,BOBO,40,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,BOBO,63,V,,M,
JSC,RY11NW5,849,RY11NW,2,60815,0,SAVS,50,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,SAVS,63,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,CCSP,78,S,,,
JSC,RY11NW5,849,RY11NW,2,60815,0,BHCO,80,V,,M,
JSC,FA24NE1,530,FA24NE,2,60915,1,MAGO,40,V,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,WEME,90,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,SAVS,68,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,SAVS,70,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,YHBL,95,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,YHBL,90,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,RWBL,90,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,SAVS,50,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,MAGO,88,V,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,MAWR,90,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,SAVS,75,S,,,
JSC,FA24NE1,530,FA24NE,2,60915,1,BOBO,82,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,SAVS,38,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,SAVS,54,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,SAVS,58,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,WEME,75,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,GRSP,30,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,WEME,68,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,BOBO,85,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,NESP,53,S,,,
JSC,FA24NE3,542,FA24NE,2,60915,0,SAVS,65,S,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,SAVS,40,S,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,SAVS,38,S,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,WEME,65,S,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,SAVS,55,S,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,SAVS,60,S,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,SAVS,41,V,,,
JSC,FA24NE2,552,FA24NE,2,60915,0,WIPH,42,V,,M,
JSC,FA24NE2,552,FA24NE,2,60915,0,WIPH,42,V,,M,
JSC,FA12NE2,530,FA12NE,2,61015,0,NESP,58,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,SAVS,42,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,SAVS,38,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,SAVS,60,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,COYE,75,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,KILL,88,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,WEME,90,S,,,
JSC,FA12NE2,530,FA12NE,2,61015,0,SAVS,70,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,SAVS,40,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,SAVS,48,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,WEME,75,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,SAVS,60,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,WEME,90,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,COYE,80,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,CCSP,70,S,,,
JSC,FA12NE3,540,FA12NE,2,61015,0,COYE,72,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,WEME,70,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,WEME,82,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,SAVS,30,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,SAVS,44,V,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,SAVS,55,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,COYE,64,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,SAVS,60,S,,,
JSC,FA12NE4,551,FA12NE,2,61015,0,BHCO,90,V,,M,
JSC,FA12NE4,551,FA12NE,2,61015,0,BHCO,90,V,,M,
JSC,FA12NE5,604,FA12NE,2,61015,0,SAVS,20,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,SAVS,35,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,SAVS,50,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,SAVS,48,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,WEME,75,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,CCSP,80,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,WEME,60,S,,,
JSC,FA12NE5,604,FA12NE,2,61015,0,WEME,85,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,SAVS,50,V,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,WEME,65,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,SAVS,38,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,EAKI,75,V,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,CCSP,60,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,GRSP,40,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,CCSP,45,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,WEME,80,S,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,EAKI,20,V,,,
JSC,FA12NE1,618,FA12NE,2,61015,0,RWBL,47,V,,M,
JSC,FA12NE1,618,FA12NE,2,61015,0,AMGO,63,V,,M,
JSC,FA12NE1,618,FA12NE,2,61015,0,SAVS,59,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,RWBL,38,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,COYE,57,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,BOBO,50,V,,M,
JSC,OA36SE1,643,OA36SE,2,61015,1,RWBL,40,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,NOMO,35,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,WIFL,40,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,RWBL,73,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,SAVS,20,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,SAVS,25,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,SEWR,50,S,,,
JSC,OA36SE1,643,OA36SE,2,61015,1,WIFL,65,S,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,WEME,60,V,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,SAVS,35,S,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,SAVS,70,S,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,SAVS,61,S,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,SAVS,40,S,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,MAGO,97,V,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,WEME,87,S,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,WEME,95,V,,,
JSC,OA36SW4,701,OA36SW,2,61015,1,SAVS,63,S,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,SAVS,38,S,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,SAVS,30,S,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,SAVS,45,S,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,GRSP,34,S,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,SAVS,50,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,BHCO,87,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,MAGO,20,V,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,WEME,70,S,,,
JSC,OA36SW3,710,OA36SW,2,61015,1,WEME,65,S,,,
JSC,OA36SW2,720,OA36SW,2,61015,1,SAVS,47,S,,,
JSC,OA36SW2,720,OA36SW,2,61015,1,SAVS,55,S,,,
JSC,OA36SW2,720,OA36SW,2,61015,1,SAVS,38,S,,,
JSC,OA36SW2,720,OA36SW,2,61015,1,SAVS,73,V,,,
JSC,OA36SW2,720,OA36SW,2,61015,1,SAVS,45,S,,,
JSC,OA36SW2,720,OA36SW,2,61015,1,WEME,77,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,WEME,58,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,RWBL,62,V,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,SAVS,50,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,SAVS,40,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,SAVS,25,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,WEME,64,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,SAVS,74,S,,,
JSC,OA36SW5,737,OA36SW,2,61015,1,WEME,80,S,,,
JSC,OA27NW1,803,OA27NW,2,61015,1,WEME,75,S,,,
JSC,OA27NW1,803,OA27NW,2,61015,1,WEME,90,S,,,
JSC,OA27NW1,803,OA27NW,2,61015,1,SAVS,38,S,,,
JSC,OA27NW1,803,OA27NW,2,61015,1,SAVS,57,S,,,
JSC,OA27NW1,803,OA27NW,2,61015,1,SAVS,64,V,,,
JSC,OA27NW1,803,OA27NW,2,61015,1,BHCO,40,V,,M,
JSC,OA27NW1,803,OA27NW,2,61015,1,NESP,54,S,,,
JSC,OA27NW2,814,OA27NW,2,61015,1,UPSA,67,S,,,
JSC,OA27NW2,814,OA27NW,2,61015,1,WEME,80,S,,,
JSC,OA27NW2,814,OA27NW,2,61015,1,WEME,85,S,,,
JSC,OA27NW2,814,OA27NW,2,61015,1,SAVS,50,S,,,
JSC,OA27NW2,814,OA27NW,2,61015,1,SAVS,34,S,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,MAGO,57,V,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,MAGO,57,V,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,GRSP,38,S,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,WEME,76,S,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,SAVS,40,S,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,SAVS,50,S,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,SAVS,35,S,,,
JSC,OA27NW3,824,OA27NW,2,61015,2,WEME,70,S,,,
JSC,OA27NW4,834,OA27NW,2,61015,2,SAVS,40,S,,,
JSC,OA27NW4,834,OA27NW,2,61015,2,SAVS,56,S,,,
JSC,OA27NW4,834,OA27NW,2,61015,2,SAVS,60,S,,,
JSC,OA27NW4,834,OA27NW,2,61015,2,SAVS,44,V,,,
JSC,OA27NW4,834,OA27NW,2,61015,2,WEME,80,S,,,
JSC,OA27NW4,834,OA27NW,2,61015,2,WEME,45,S,,,
JSC,OA27NW5,845,OA27NW,2,61015,1,BHCO,68,V,,M,
JSC,OA27NW5,845,OA27NW,2,61015,1,BHCO,68,V,,M,
JSC,OA27NW5,845,OA27NW,2,61015,1,WEME,80,S,,,
JSC,OA27NW5,845,OA27NW,2,61015,1,WEME,73,S,,,
JSC,OA27NW5,845,OA27NW,2,61015,1,SAVS,45,S,,,
JSC,OA27NW5,845,OA27NW,2,61015,1,SAVS,57,S,,,
JSC,OA27NW5,845,OA27NW,2,61015,1,SAVS,80,V,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,SAVS,28,S,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,SAVS,68,S,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,WEME,75,S,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,WEME,88,S,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,SAVS,40,S,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,SAVS,57,S,,,
JSC,BL9SE4,530,BL9SE,2,61115,0,CCSP,65,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,GRSP,35,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,WEME,70,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,WEME,85,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,SAVS,40,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,SAVS,62,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,COYE,75,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,SEWR,80,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,SAVS,70,S,,,
JSC,BL9SE5,542,BL9SE,2,61115,0,WEME,60,V,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,RWBL,68,V,,M,
JSC,BL9SE3,552,BL9SE,2,61115,0,SAVS,49,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,SAVS,38,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,MAWR,82,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,WEME,79,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,SAVS,60,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,WEME,80,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,CCSP,80,S,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,SAVS,15,V,,,
JSC,BL9SE3,552,BL9SE,2,61115,0,BHCO,88,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,RWBL,35,V,,M,
JSC,BL9SE1,602,BL9SE,2,61115,0,RWBL,65,V,,M,
JSC,BL9SE1,602,BL9SE,2,61115,0,SAVS,60,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,SAVS,70,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,SAVS,65,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,WEME,68,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,MAWR,80,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,KILL,40,V,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,SEWR,72,S,,,
JSC,BL9SE1,602,BL9SE,2,61115,0,BRBL,36,V,,M,
JSC,BL9SE2,615,BL9SE,2,61115,0,MAWR,78,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,MAWR,70,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,RWBL,80,V,,M,
JSC,BL9SE2,615,BL9SE,2,61115,0,KILL,80,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,SAVS,48,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,SAVS,57,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,COYE,70,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,WEME,82,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,YHBL,75,S,,,
JSC,BL9SE2,615,BL9SE,2,61115,0,BRBL,15,V,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,SAVS,25,S,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,SAVS,40,S,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,WEME,76,S,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,WEME,87,S,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,BOBO,90,V,,M,
JSC,LE33NE1,740,LE33NE,2,61115,0,SEWR,67,S,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,CCSP,60,S,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,SAVS,72,V,,,
JSC,LE33NE1,740,LE33NE,2,61115,0,COYE,90,S,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,WEME,80,S,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,SAVS,15,V,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,SAVS,30,V,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,CCSP,40,V,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,SEWR,47,S,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,SAVS,50,S,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,BOBO,64,S,,,
JSC,LE33NE3,749,LE33NE,2,61115,0,BOBO,88,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,SAVS,30,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,SAVS,40,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,SAVS,25,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,CCSP,50,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,BOBO,90,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,BOBO,67,S,,,
JSC,LE33NE2,759,LE33NE,2,61115,1,LCSP,48,S,,,
JSC,LE33NE4,810,LE33NE,2,61115,1,SAVS,15,S,,,
JSC,LE33NE4,810,LE33NE,2,61115,1,SAVS,35,S,,,
JSC,LE33NE4,810,LE33NE,2,61115,1,BOBO,40,V,,M,
JSC,LE33NE4,810,LE33NE,2,61115,1,CCSP,50,S,,,
JSC,LE33NE4,810,LE33NE,2,61115,1,SAVS,45,V,,,
JSC,LE33NE4,810,LE33NE,2,61115,1,SEWR,57,S,,,
JSC,LE33NE4,810,LE33NE,2,61115,1,WEME,68,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,RWBL,54,V,,M,
JSC,LE33NE5,821,LE33NE,2,61115,1,SWSP,78,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,MAWR,70,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,EAKI,60,V,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,EAKI,60,V,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,SEWR,59,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,SAVS,32,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,SAVS,47,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,CCSP,75,S,,,
JSC,LE33NE5,821,LE33NE,2,61115,1,RWBL,82,V,,M,
