Observer,Point,StartTime,Site,Bird_Point,Visit,Date,Cloud,Temp,Wind,Aou_Code,Distance,Detection,Flyover,Sex
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,17,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,17,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,WEME,18,S,,
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,41,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,43,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,COYE,17,S,,
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,SORA,20,S,,
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,SORA,26,S,,
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,51,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,RWBL,43,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,BOBO,53,V,,M
JSC,2,532,FE17NW,FE17NW2,1,60414,5,13.3,0,SAVS,21,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,RWBL,48,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,RWBL,56,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,RWBL,24,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,WEME,38,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,WEME,35,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,SAVS,48,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,SAVS,53,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,SAVS,16,S,,
JSC,2,853,FE17NW,FE17NW2,3,62314,3,23,0,RWBL,18,S,,
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,3,V,,M
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,17,V,,M
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,25,V,,M
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,27,V,,M
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,WEME,38,S,,
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,WEME,23,S,,
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,SAVS,24,S,,
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,SAVS,26,S,,
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,60,V,,M
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,38,S,,
JSC,2,911,FE17NW,FE17NW2,2,61614,3,19.2,8.5,RWBL,39,S,,
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,WIPH,16,V,,M
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,RWBL,18,V,,M
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,RWBL,18,V,,M
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,RWBL,18,V,,M
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,SAVS,25,V,,
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,CCSP,15,V,,
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,WEME,19,S,,
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,SAVS,27,S,,
JSC,3,544,FE17NW,FE17NW3,1,60414,10,13.3,0,SAVS,27,S,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,SAVS,29,V,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,CCSP,58,S,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,BOBO,72,S,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,BOBO,65,S,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,WEME,68,S,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,CCSP,65,S,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,SAVS,46,V,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,SAVS,16,V,,
JSC,3,903,FE17NW,FE17NW3,3,62314,6,22.3,4.3,SEWR,63,S,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,RWBL,18,V,,M
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,SAVS,20,S,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,RWBL,90,V,,M
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,SAVS,24,S,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,BOBO,53,V,,M
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,WISN,70,S,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,SAVS,27,V,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,SORA,58,S,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,RWBL,59,V,,M
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,SAVS,10,S,,
JSC,3,922,FE17NW,FE17NW3,2,61614,4,19.3,9,CCSP,48,S,,
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,SORA,13,V,,
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,SORA,36,S,,
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,SORA,37,S,,
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,RWBL,24,V,,M
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,RWBL,24,V,,M
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,BOBO,25,V,,M
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,SAVS,18,V,,
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,SAVS,18,V,,
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,RWBL,38,V,,M
JSC,4,557,FE17NW,FE17NW4,1,60414,7,14.3,0,COYE,35,S,,
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,RWBL,78,S,,
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,COYE,83,S,,
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,SAVS,46,S,,
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,BOBO,93,S,,
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,RWBL,96,V,,M
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,SORA,81,S,,
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,RWBL,84,V,,M
JSC,4,914,FE17NW,FE17NW4,3,62314,10,21.3,4.6,SAVS,34,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,COYE,69,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,COYE,42,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,RWBL,32,V,,M
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,SORA,40,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,SAVS,37,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,SAVS,23,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,SAVS,10,V,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,RWBL,27,V,,M
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,RWBL,43,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,SORA,59,S,,
JSC,4,933,FE17NW,FE17NW4,2,61614,5,20.9,11,CCSP,46,S,,
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,BOBO,27,V,,M
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,BOBO,28,V,,M
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,SAVS,23,S,,
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,CCSP,35,S,,
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,CCSP,24,S,,
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,RWBL,28,V,,M
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,COYE,31,S,,
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,SEWR,21,S,,
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,BOBO,68,V,,M
JSC,1,649,FE27NE,FE27NE1,1,60414,5,15.5,0,MODO,70,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,BOBO,28,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,RWBL,36,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,RWBL,24,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,SEWR,33,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,COYE,23,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,BOBO,27,V,,M
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,SEWR,23,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,SEWR,28,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,BOBO,43,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,RWBL,37,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,SAVS,31,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,SAVS,32,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,SAVS,38,S,,
JSC,1,642,FE27NE,FE27NE1,2,61514,100,16.8,4.5,RWBL,29,V,,M
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,COYE,42,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,COYE,38,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,SEWR,45,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,RWBL,28,V,,M
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,RWBL,34,V,,M
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,MAWR,46,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,CCSP,32,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,AMBI,53,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,SEWR,48,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,SEWR,37,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,SAVS,43,S,,
JSC,1,537,FE27NE,FE27NE1,3,62414,100,16.4,10.4,RWBL,26,V,,M
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,SAVS,23,V,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,SAVS,23,V,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,BOBO,53,V,,M
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,BOBO,27,V,,M
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,RWBL,50,V,,M
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,SEWR,32,S,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,SAVS,19,S,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,COYE,46,S,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,COYE,45,S,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,CCSP,31,S,,
JSC,2,717,FE27NE,FE27NE2,1,60414,2,17.6,0,BOBO,54,V,,M
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,SEWR,23,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,SEWR,35,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,CCSP,36,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,RWBL,24,V,,M
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,RWBL,37,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,CCSP,42,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,BOBO,45,V,,M
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,BOBO,56,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,SEWR,53,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,SEWR,57,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,CCSP,12,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,COYE,56,S,,
JSC,2,659,FE27NE,FE27NE2,2,61514,100,16.9,0,RWBL,54,V,,M
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,SEWR,58,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,SAVS,55,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,RWBL,63,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,RWBL,57,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,RWBL,68,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,SAVS,43,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,RWBL,36,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,SAVS,61,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,BOBO,59,V,,M
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,COYE,64,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,COYE,69,S,,
JSC,2,553,FE27NE,FE27NE2,3,62414,100,16.5,9.6,SORA,73,S,,
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,BOBO,51,V,,M
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,RWBL,46,S,,
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,SEWR,32,S,,
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,SEWR,31,S,,
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,RWBL,24,V,,M
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,RWBL,22,V,,M
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,BOBO,34,V,,M
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,BOBO,36,V,,M
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,COYE,23,S,,
JSC,3,702,FE27NE,FE27NE3,1,60414,5,15.9,0,RWBL,52,V,,M
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,SEWR,14,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,SEWR,10,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,RWBL,31,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,RWBL,23,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,CCSP,24,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,SORA,56,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,BOBO,19,V,,M
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,SEWR,17,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,SEWR,38,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,BOBO,24,S,,
JSC,3,713,FE27NE,FE27NE3,2,61514,100,17.5,0,SAVS,25,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,AMBI,64,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,CCSP,46,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,COYE,40,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,SEWR,58,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,SEWR,59,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,COYE,68,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,BOBO,57,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,BHCO,53,V,,M
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,BHCO,53,V,,M
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,BOBO,70,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,MAWR,23,S,,
JSC,3,606,FE27NE,FE27NE3,3,62414,100,16,9.6,SAVS,76,S,,
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,SEWR,26,S,,
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,CCSP,17,V,,
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,RWBL,26,V,,M
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,BOBO,42,V,,M
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,BOBO,46,S,,
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,RWBL,47,V,,M
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,COYE,20,S,,
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,COYE,24,V,,M
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,CCSP,23,S,,
JSC,4,731,FE27NE,FE27NE4,1,60414,1,19.3,2.2,SEWR,18,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,RWBL,16,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,RWBL,26,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,RWBL,28,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,SEWR,18,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,SAVS,24,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,RWBL,33,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,CCSP,26,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,BOBO,52,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,BOBO,55,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,SEWR,46,S,,
JSC,4,725,FE27NE,FE27NE4,2,61514,100,17.2,6.3,COYE,42,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,RWBL,23,V,,M
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,RWBL,53,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,CCSP,55,V,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,SAVS,56,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,SAVS,46,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,BHCO,55,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,COYE,27,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,RWBL,80,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,AMBI,94,S,,
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,RWBL,58,V,,M
JSC,4,618,FE27NE,FE27NE4,3,62414,100,16,9.3,SEWR,64,S,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,CCSP,26,V,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,SAVS,22,V,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,CCSP,25,S,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,BOBO,27,V,,M
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,NESP,37,V,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,BOBO,50,V,,M
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,RWBL,36,V,,M
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,SAVS,31,V,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,SAVS,32,S,,
JSC,5,746,FE27NE,FE27NE5,1,60414,1,18.7,4.2,COYE,36,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,SEWR,38,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,SEWR,45,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,SEWR,29,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,SAVS,36,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,COYE,92,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,SAVS,43,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,CCSP,54,S,,
JSC,5,632,FE27NE,FE27NE5,2,62414,100,16,14,COYE,62,S,,
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,RWBL,78,S,,
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,RWBL,82,S,,
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,BOBO,76,S,,
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,SAVS,38,S,,
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,SAVS,45,S,,
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,BOBO,68,V,,M
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,BOBO,71,V,,M
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,BOBO,67,V,,M
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,BOBO,78,V,,M
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,BOBO,47,V,,M
JSC,1,914,GI25SE,GI25SE1,1,60614,70,16,16.2,SAVS,30,V,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,NESP,32,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,BOBO,53,V,,M
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,BOBO,53,V,,M
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,BOBO,51,V,,M
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,BOBO,50,V,,M
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,BOBO,50,V,,M
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,WISN,63,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,SAVS,51,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,SAVS,53,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,SEWR,43,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,SEWR,40,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,SEWR,55,S,,
JSC,1,605,GI25SE,GI25SE1,2,61614,2,13.2,5.7,WEME,89,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,BOBO,73,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,BOBO,75,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,SAVS,38,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,SAVS,43,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,SEWR,56,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,SAVS,32,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,BOBO,77,V,,M
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,SEWR,64,S,,
JSC,1,606,GI25SE,GI25SE1,3,62814,100,21.5,5.6,SAVS,54,S,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,MAGO,32,V,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,MAGO,68,V,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,BOBO,52,V,,M
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,BOBO,56,V,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,RWBL,66,V,,M
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,SAVS,53,S,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,SAVS,72,S,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,NESP,63,S,,
JSC,2,859,GI25SE,GI25SE2,1,60614,51,15.5,10.9,BOBO,76,V,,M
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,RWBL,58,V,,M
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,RWBL,59,V,,M
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,WISN,54,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,SORA,63,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,SAVS,36,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,SAVS,28,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,SEWR,33,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,SEWR,36,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,BOBO,57,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,SAVS,15,V,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,RWBL,58,S,,
JSC,2,550,GI25SE,GI25SE2,2,61614,4,13.3,7.2,RWBL,63,S,,
JSC,2,553,GI25SE,GI25SE2,3,62814,100,21.6,0,COYE,43,S,,
JSC,2,553,GI25SE,GI25SE2,3,62814,100,21.6,0,SAVS,52,S,,
JSC,2,553,GI25SE,GI25SE2,3,62814,100,21.6,0,SAVS,38,S,,
JSC,2,553,GI25SE,GI25SE2,3,62814,100,21.6,0,RWBL,64,S,,
